"자형","코드",,,,,,,,
,,"대표음1","대표음2","대표음3","대표음4","대표음5","대표음6",,
"苋","U+82CB","현",,,,,,,
"苌","U+82CC","장",,,,,,,
"苍","U+82CD","창",,,,,,,
"苎","U+82CE","저",,,,,,,
"苏","U+82CF","소",,,,,,,
"苐","U+82D0","제",,,,,,,
"苑","U+82D1","원",,,,,,,
"苒","U+82D2","염",,,,,,,
"苓","U+82D3","령","영",,,,,,
"苔","U+82D4","태",,,,,,,
"苕","U+82D5","초",,,,,,,
"苖","U+82D6","적",,,,,,,
"苗","U+82D7","묘",,,,,,,
"苘","U+82D8","경",,,,,,,
"苙","U+82D9","립","입",,,,,,
"苚","U+82DA","용",,,,,,,
"苛","U+82DB","가",,,,,,,
"苜","U+82DC","목",,,,,,,
"苝","U+82DD","패",,,,,,,
"苞","U+82DE","포",,,,,,,
"苟","U+82DF","구",,,,,,,
"苠","U+82E0","민",,,,,,,
"苡","U+82E1","이",,,,,,,
"苢","U+82E2","이",,,,,,,
"苣","U+82E3","거",,,,,,,
"苤","U+82E4","비",,,,,,,
"若","U+82E5","약",,,,,,,
"苦","U+82E6","고",,,,,,,
"苧","U+82E7","저",,,,,,,
"苨","U+82E8","니","이",,,,,,
"苩","U+82E9","백",,,,,,,
"苪","U+82EA","병",,,,,,,
"苫","U+82EB","점",,,,,,,
"苬","U+82EC","수",,,,,,,
"苭","U+82ED","요",,,,,,,
"苮","U+82EE","선",,,,,,,
"苯","U+82EF","분",,,,,,,
"苰","U+82F0","홍",,,,,,,
"英","U+82F1","영",,,,,,,
"苲","U+82F2","자","작",,,,,,
"苳","U+82F3","동",,,,,,,
"苴","U+82F4","저",,,,,,,
"苵","U+82F5","질",,,,,,,
"苶","U+82F6","날",,,,,,,
"苷","U+82F7","감",,,,,,,
"苸","U+82F8","호",,,,,,,
"苹","U+82F9","평",,,,,,,
"苺","U+82FA","매",,,,,,,
"苻","U+82FB","부",,,,,,,
"苼","U+82FC","생",,,,,,,
"苽","U+82FD","고",,,,,,,
"苾","U+82FE","필",,,,,,,
"苿","U+82FF","미",,,,,,,
"茀","U+8300","불",,,,,,,
"茁","U+8301","촬","줄",,,,,,
"茂","U+8302","무",,,,,,,
"范","U+8303","범",,,,,,,
"茄","U+8304","가",,,,,,,
"茅","U+8305","모",,,,,,,
"茆","U+8306","묘",,,,,,,
"茇","U+8307","발",,,,,,,
"茈","U+8308","자",,,,,,,
"茉","U+8309","말",,,,,,,
"茊","U+830A","자",,,,,,,
"茋","U+830B","저",,,,,,,
"茌","U+830C","치",,,,,,,
"茍","U+830D","구",,,,,,,
"茎","U+830E","경",,,,,,,
"茏","U+830F","롱","농",,,,,,
"茐","U+8310","총",,,,,,,
"茑","U+8311","조",,,,,,,
"茒","U+8312","석",,,,,,,
"茓","U+8313","혈",,,,,,,
"茔","U+8314","토",,,,,,,
"茕","U+8315","경",,,,,,,
"茖","U+8316","각",,,,,,,
"茗","U+8317","명",,,,,,,
"茘","U+8318","려","여",,,,,,
"茙","U+8319","융",,,,,,,
"茚","U+831A","인",,,,,,,
"茛","U+831B","간",,,,,,,
"茜","U+831C","천",,,,,,,
"茝","U+831D","채",,,,,,,
"茞","U+831E","신",,,,,,,
"茟","U+831F","율","위","순",,,,,
"茠","U+8320","호","휴",,,,,,
"茡","U+8321","자",,,,,,,
"茢","U+8322","렬","열",,,,,,
"茣","U+8323","오",,,,,,,
"茤","U+8324","다",,,,,,,
"茥","U+8325","규",,,,,,,
"茦","U+8326","책",,,,,,,
"茧","U+8327","충",,,,,,,
"茨","U+8328","자",,,,,,,
"茩","U+8329","구",,,,,,,
"茪","U+832A","광",,,,,,,
"茫","U+832B","망",,,,,,,
"茬","U+832C","치",,,,,,,
"茭","U+832D","교",,,,,,,
"茮","U+832E","초","뇨","요",,,,,
"茯","U+832F","복",,,,,,,
"茰","U+8330","유",,,,,,,
"茱","U+8331","수",,,,,,,
"茲","U+8332","자",,,,,,,
"茳","U+8333","강",,,,,,,
"茴","U+8334","회",,,,,,,
"茵","U+8335","인",,,,,,,
"茶","U+8336","다","차",,,,,,
"茷","U+8337","패",,,,,,,
"茸","U+8338","용",,,,,,,
"茹","U+8339","여",,,,,,,
"茺","U+833A","충",,,,,,,
"茻","U+833B","망",,,,,,,
"茼","U+833C","동",,,,,,,
"茽","U+833D","중",,,,,,,
"茾","U+833E","견",,,,,,,
"茿","U+833F","축",,,,,,,
"荀","U+8340","순",,,,,,,
"荁","U+8341","환",,,,,,,
"荂","U+8342","과",,,,,,,
"荃","U+8343","전",,,,,,,
"荄","U+8344","해",,,,,,,
"荅","U+8345","답",,,,,,,
"荆","U+8346","형",,,,,,,
"荇","U+8347","행",,,,,,,
"荈","U+8348","천",,,,,,,
"草","U+8349","초",,,,,,,
"荊","U+834A","형",,,,,,,
"荋","U+834B","이",,,,,,,
"荌","U+834C","안",,,,,,,
"荍","U+834D","교",,,,,,,
"荎","U+834E","치",,,,,,,
"荏","U+834F","임",,,,,,,
"荐","U+8350","천",,,,,,,
"荑","U+8351","이",,,,,,,
"荒","U+8352","황",,,,,,,
"荓","U+8353","병",,,,,,,
"荔","U+8354","려","여",,,,,,
"荕","U+8355","근",,,,,,,
"荖","U+8356","배",,,,,,,
"荗","U+8357","술",,,,,,,
"荘","U+8358","장",,,,,,,
"荙","U+8359","달",,,,,,,
"荚","U+835A","협",,,,,,,
"荛","U+835B","요",,,,,,,
"荜","U+835C","필",,,,,,,
"荝","U+835D","즉",,,,,,,
"荞","U+835E","교",,,,,,,
"荟","U+835F","회",,,,,,,
"荠","U+8360","제",,,,,,,
"荡","U+8361","탕",,,,,,,
"荢","U+8362","우",,,,,,,
"荣","U+8363","영",,,,,,,
"荤","U+8364","훈",,,,,,,
"荥","U+8365","형",,,,,,,
"荦","U+8366","락","낙",,,,,,
"荧","U+8367","형",,,,,,,
"荨","U+8368","담",,,,,,,
"荩","U+8369","신",,,,,,,
"荪","U+836A","손",,,,,,,
"荫","U+836B","음",,,,,,,
"荬","U+836C","매",,,,,,,
"荭","U+836D","홍",,,,,,,
"荮","U+836E","주",,,,,,,
"药","U+836F","약",,,,,,,
"荰","U+8370","두",,,,,,,
"荱","U+8371","미",,,,,,,
"荲","U+8372","리","이",,,,,,
"荳","U+8373","두",,,,,,,
"荴","U+8374","부",,,,,,,
"荵","U+8375","인",,,,,,,
"荶","U+8376","음",,,,,,,
"荷","U+8377","하",,,,,,,
"荸","U+8378","발",,,,,,,
"荹","U+8379","보",,,,,,,
"荺","U+837A","윤",,,,,,,
"荻","U+837B","적",,,,,,,
"荼","U+837C","도",,,,,,,
"荽","U+837D","유",,,,,,,
"荾","U+837E","수",,,,,,,
"荿","U+837F","성",,,,,,,
"莀","U+8380","농","신",,,,,,
"莁","U+8381","무",,,,,,,
"莂","U+8382","별",,,,,,,
"莃","U+8383","희",,,,,,,
"莄","U+8384","경",,,,,,,
"莅","U+8385","리","이",,,,,,
"莆","U+8386","보",,,,,,,
"莇","U+8387","조",,,,,,,
"莈","U+8388","몰",,,,,,,
"莉","U+8389","리","이",,,,,,
"莊","U+838A","장",,,,,,,
"莋","U+838B","작",,,,,,,
"莌","U+838C","탈",,,,,,,
"莍","U+838D","출",,,,,,,
"莎","U+838E","사",,,,,,,
"莏","U+838F","사",,,,,,,
"莐","U+8390","침",,,,,,,
"莑","U+8391","봉",,,,,,,
"莒","U+8392","거",,,,,,,
"莓","U+8393","매",,,,,,,
"莔","U+8394","맹",,,,,,,
"莕","U+8395","행",,,,,,,
"莖","U+8396","경",,,,,,,
"莗","U+8397","차",,,,,,,
"莘","U+8398","신",,,,,,,
"莙","U+8399","군",,,,,,,
"莚","U+839A","연",,,,,,,
"莛","U+839B","정",,,,,,,
"莜","U+839C","조",,,,,,,
"莝","U+839D","좌",,,,,,,
"莞","U+839E","완",,,,,,,
"莟","U+839F","함",,,,,,,
"莠","U+83A0","유",,,,,,,
"莡","U+83A1","착",,,,,,,
"莢","U+83A2","협",,,,,,,
"莣","U+83A3","망",,,,,,,
"莤","U+83A4","숙",,,,,,,
"莥","U+83A5","뉴","유",,,,,,
"莦","U+83A6","소",,,,,,,
"莧","U+83A7","현",,,,,,,
"莨","U+83A8","랑","낭",,,,,,
"莩","U+83A9","부",,,,,,,
"莪","U+83AA","아",,,,,,,
"莫","U+83AB","막",,,,,,,
"莬","U+83AC","면",,,,,,,
"莭","U+83AD","즉",,,,,,,
"莮","U+83AE","남",,,,,,,
"莯","U+83AF","목",,,,,,,
"莰","U+83B0","감",,,,,,,
"莱","U+83B1","래","내",,,,,,
"莲","U+83B2","련","연",,,,,,
"莳","U+83B3","시",,,,,,,
"莴","U+83B4","와",,,,,,,
"莵","U+83B5","토",,,,,,,
"莶","U+83B6","렴","염",,,,,,
"获","U+83B7","획",,,,,,,
"莸","U+83B8","유",,,,,,,
"莹","U+83B9","형","영",,,,,,
"莺","U+83BA","앵",,,,,,,
"莻","U+83BB","늦",,,,,,,
"莼","U+83BC","순",,,,,,,
"莽","U+83BD","망",,,,,,,
"莾","U+83BE","망",,,,,,,
"莿","U+83BF","자",,,,,,,
"菀","U+83C0","완",,,,,,,
"菁","U+83C1","정","청",,,,,,
"菂","U+83C2","적",,,,,,,
"菃","U+83C3","거",,,,,,,
"菄","U+83C4","동",,,,,,,
"菅","U+83C5","관",,,,,,,
"菆","U+83C6","추",,,,,,,
"菇","U+83C7","고",,,,,,,
"菈","U+83C8","랍","납",,,,,,
"菉","U+83C9","록","녹",,,,,,
"菊","U+83CA","국",,,,,,,
"菋","U+83CB","미",,,,,,,
"菌","U+83CC","균","훤","권",,,,,
"菍","U+83CD","녈","열",,,,,,
"菎","U+83CE","곤",,,,,,,
"菏","U+83CF","하",,,,,,,
"菐","U+83D0","복",,,,,,,
"菑","U+83D1","치",,,,,,,
"菒","U+83D2","고",,,,,,,
"菓","U+83D3","과",,,,,,,
"菔","U+83D4","복",,,,,,,
"菕","U+83D5","론","논",,,,,,
"菖","U+83D6","창",,,,,,,
"菗","U+83D7","주",,,,,,,
"菘","U+83D8","숭",,,,,,,
"菙","U+83D9","수",,,,,,,
"菚","U+83DA","잔",,,,,,,
"菛","U+83DB","문",,,,,,,
"菜","U+83DC","채",,,,,,,
"菝","U+83DD","발",,,,,,,
"菞","U+83DE","리","이",,,,,,
"菟","U+83DF","토",,,,,,,
"菠","U+83E0","파",,,,,,,
"菡","U+83E1","함",,,,,,,
"菢","U+83E2","포",,,,,,,
"菣","U+83E3","긴",,,,,,,
"菤","U+83E4","권",,,,,,,
"菥","U+83E5","석",,,,,,,
"菦","U+83E6","근",,,,,,,
"菧","U+83E7","저",,,,,,,
"菨","U+83E8","접",,,,,,,
"菩","U+83E9","보",,,,,,,
"菪","U+83EA","탕",,,,,,,
"菫","U+83EB","근",,,,,,,
"菬","U+83EC","초",,,,,,,
"菭","U+83ED","태",,,,,,,
"菮","U+83EE","경",,,,,,,
"華","U+83EF","화",,,,,,,
"菰","U+83F0","고",,,,,,,
"菱","U+83F1","릉","능",,,,,,
"菲","U+83F2","비",,,,,,,
"菳","U+83F3","금",,,,,,,
"菴","U+83F4","암",,,,,,,
"菵","U+83F5","망",,,,,,,
"菶","U+83F6","봉",,,,,,,
"菷","U+83F7","추",,,,,,,
"菸","U+83F8","어",,,,,,,
"菹","U+83F9","저",,,,,,,
"菺","U+83FA","견",,,,,,,
"菻","U+83FB","름","늠",,,,,,
"菼","U+83FC","담",,,,,,,
"菽","U+83FD","숙",,,,,,,
"菾","U+83FE","첨",,,,,,,
"菿","U+83FF","도",,,,,,,
"萀","U+8400","호",,,,,,,
"萁","U+8401","기",,,,,,,
"萂","U+8402","화",,,,,,,
"萃","U+8403","췌",,,,,,,
"萄","U+8404","도",,,,,,,
"萅","U+8405","춘",,,,,,,
"萆","U+8406","비",,,,,,,
"萇","U+8407","장",,,,,,,
"萈","U+8408","환",,,,,,,
"萉","U+8409","비",,,,,,,
"萊","U+840A","래","내",,,,,,
"萋","U+840B","처",,,,,,,
"萌","U+840C","맹",,,,,,,
"萍","U+840D","평",,,,,,,
"萎","U+840E","위",,,,,,,
"萏","U+840F","담",,,,,,,
"萐","U+8410","삽",,,,,,,
"萑","U+8411","추",,,,,,,
"萒","U+8412","언",,,,,,,
"萓","U+8413","의",,,,,,,
"萔","U+8414","초",,,,,,,
"萕","U+8415","제",,,,,,,
"萖","U+8416","완","관",,,,,,
"萗","U+8417","책",,,,,,,
"萘","U+8418","내",,,,,,,
"萙","U+8419","침",,,,,,,
"萚","U+841A","탁",,,,,,,
"萛","U+841B","막",,,,,,,
"萜","U+841C","첩",,,,,,,
"萝","U+841D","라","나",,,,,,
"萞","U+841E","비",,,,,,,
"萟","U+841F","환",,,,,,,
"萢","U+8422","포",,,,,,,
"萣","U+8423","정",,,,,,,
"萤","U+8424","형",,,,,,,
"营","U+8425","영",,,,,,,
"萦","U+8426","영",,,,,,,
"萧","U+8427","소",,,,,,,
"萨","U+8428","살",,,,,,,
"萩","U+8429","추",,,,,,,
"萪","U+842A","과",,,,,,,
"萫","U+842B","향",,,,,,,
"萬","U+842C","만",,,,,,,
"萭","U+842D","우",,,,,,,
"萮","U+842E","유",,,,,,,
"萯","U+842F","부",,,,,,,
"萰","U+8430","련","연",,,,,,
"萱","U+8431","훤",,,,,,,
"萲","U+8432","훤",,,,,,,
"萳","U+8433","남",,,,,,,
"萴","U+8434","즉",,,,,,,
"萵","U+8435","와",,,,,,,
"萶","U+8436","춘",,,,,,,
"萷","U+8437","소",,,,,,,
"萸","U+8438","유",,,,,,,
"萹","U+8439","편",,,,,,,
"萺","U+843A","모",,,,,,,
"萻","U+843B","암",,,,,,,
"萼","U+843C","악",,,,,,,
"落","U+843D","락","낙",,,,,,
"萾","U+843E","영",,,,,,,
"萿","U+843F","활",,,,,,,
"葀","U+8440","괄",,,,,,,
"葁","U+8441","강",,,,,,,
"葂","U+8442","면",,,,,,,
"葃","U+8443","적",,,,,,,
"葄","U+8444","조",,,,,,,
"葅","U+8445","저",,,,,,,
"葆","U+8446","보",,,,,,,
"葇","U+8447","유",,,,,,,
"葈","U+8448","시",,,,,,,
"葉","U+8449","엽",,,,,,,
"葊","U+844A","암",,,,,,,
"葋","U+844B","구",,,,,,,
"葌","U+844C","간",,,,,,,
"葍","U+844D","복",,,,,,,
"葎","U+844E","률","율",,,,,,
"葏","U+844F","전",,,,,,,
"葐","U+8450","분",,,,,,,
"葑","U+8451","봉",,,,,,,
"葒","U+8452","홍",,,,,,,
"葓","U+8453","홍",,,,,,,
"葔","U+8454","후",,,,,,,
"葕","U+8455","연",,,,,,,
"葖","U+8456","돌",,,,,,,
"著","U+8457","저",,,,,,,
"葘","U+8458","치",,,,,,,
"葙","U+8459","상",,,,,,,
"葚","U+845A","심",,,,,,,
"葛","U+845B","갈",,,,,,,
"葜","U+845C","계",,,,,,,
"葝","U+845D","경",,,,,,,
"葞","U+845E","미",,,,,,,
"葟","U+845F","황",,,,,,,
"葠","U+8460","삼",,,,,,,
"葡","U+8461","포",,,,,,,
"葢","U+8462","개",,,,,,,
"董","U+8463","동",,,,,,,
"葤","U+8464","주",,,,,,,
"葥","U+8465","전",,,,,,,
"葦","U+8466","위",,,,,,,
"葧","U+8467","발",,,,,,,
"葨","U+8468","외",,,,,,,
"葩","U+8469","파",,,,,,,
"葪","U+846A","계",,,,,,,
"葫","U+846B","호",,,,,,,
"葬","U+846C","장",,,,,,,
"葭","U+846D","가",,,,,,,
"葮","U+846E","단",,,,,,,
"葯","U+846F","약",,,,,,,
"葰","U+8470","준","유","사",,,,,
"葱","U+8471","총",,,,,,,
"葲","U+8472","전",,,,,,,
"葳","U+8473","위",,,,,,,
"葴","U+8474","침",,,,,,,
"葵","U+8475","규",,,,,,,
"葶","U+8476","정",,,,,,,
"葷","U+8477","훈",,,,,,,
"葸","U+8478","사",,,,,,,
"葹","U+8479","시",,,,,,,
"葺","U+847A","즙",,,,,,,
"葻","U+847B","람","남",,,,,,
"葼","U+847C","종",,,,,,,
"葽","U+847D","요",,,,,,,
"葾","U+847E","원",,,,,,,
"葿","U+847F","미",,,,,,,
"蒀","U+8480","온",,,,,,,
"蒁","U+8481","술",,,,,,,
"蒂","U+8482","체",,,,,,,
"蒃","U+8483","전",,,,,,,
"蒄","U+8484","관",,,,,,,
"蒅","U+8485","염",,,,,,,
"蒆","U+8486","공",,,,,,,
"蒇","U+8487","천",,,,,,,
"蒈","U+8488","개",,,,,,,
"蒉","U+8489","궤","괴",,,,,,
"蒊","U+848A","곳",,,,,,,
"蒋","U+848B","장",,,,,,,
"蒌","U+848C","루","누",,,,,,
"蒍","U+848D","위",,,,,,,
"蒎","U+848E","파",,,,,,,
"蒏","U+848F","유",,,,,,,
"蒐","U+8490","수",,,,,,,
"蒑","U+8491","은",,,,,,,
"蒒","U+8492","사",,,,,,,
"蒓","U+8493","순",,,,,,,
"蒔","U+8494","시",,,,,,,
"蒕","U+8495","온",,,,,,,
"蒖","U+8496","진",,,,,,,
"蒗","U+8497","랑","낭",,,,,,
"蒘","U+8498","나",,,,,,,
"蒙","U+8499","몽",,,,,,,
"蒚","U+849A","력","역",,,,,,
"蒛","U+849B","결",,,,,,,
"蒜","U+849C","산",,,,,,,
"蒝","U+849D","원",,,,,,,
"蒞","U+849E","리","이",,,,,,
"蒟","U+849F","구",,,,,,,
"蒠","U+84A0","식",,,,,,,
"蒡","U+84A1","방",,,,,,,
"蒢","U+84A2","제",,,,,,,
"蒣","U+84A3","서",,,,,,,
"蒤","U+84A4","도",,,,,,,
"蒥","U+84A5","류","유",,,,,,
"蒦","U+84A6","약",,,,,,,
"蒧","U+84A7","점",,,,,,,
"蒨","U+84A8","천",,,,,,,
"蒩","U+84A9","조",,,,,,,
"蒪","U+84AA","박",,,,,,,
"蒫","U+84AB","차",,,,,,,
"蒬","U+84AC","원",,,,,,,
"蒭","U+84AD","추",,,,,,,
"蒮","U+84AE","육",,,,,,,
"蒯","U+84AF","괴",,,,,,,
"蒰","U+84B0","반",,,,,,,
"蒱","U+84B1","포",,,,,,,
"蒲","U+84B2","포",,,,,,,
"蒳","U+84B3","납",,,,,,,
"蒴","U+84B4","삭",,,,,,,
"蒵","U+84B5","혜",,,,,,,
"蒶","U+84B6","분",,,,,,,
"蒷","U+84B7","운",,,,,,,
"蒸","U+84B8","증",,,,,,,
"蒹","U+84B9","겸",,,,,,,
"蒺","U+84BA","질",,,,,,,
"蒻","U+84BB","약",,,,,,,
"蒼","U+84BC","창",,,,,,,
"蒽","U+84BD","은",,,,,,,
"蒾","U+84BE","미",,,,,,,
"蒿","U+84BF","호",,,,,,,
"蓀","U+84C0","손",,,,,,,
"蓁","U+84C1","진",,,,,,,
"蓂","U+84C2","명",,,,,,,
"蓃","U+84C3","수",,,,,,,
"蓄","U+84C4","축",,,,,,,
"蓅","U+84C5","류","유",,,,,,
"蓆","U+84C6","석",,,,,,,
"蓇","U+84C7","골",,,,,,,
"蓈","U+84C8","랑","낭",,,,,,
"蓉","U+84C9","용",,,,,,,
"蓊","U+84CA","옹",,,,,,,
"蓋","U+84CB","개",,,,,,,
"蓌","U+84CC","좌",,,,,,,
"蓍","U+84CD","시",,,,,,,
"蓎","U+84CE","당",,,,,,,
"蓏","U+84CF","라","나",,,,,,
"蓐","U+84D0","욕",,,,,,,
"蓑","U+84D1","사",,,,,,,
"蓒","U+84D2","한",,,,,,,
"蓓","U+84D3","배",,,,,,,
"蓔","U+84D4","요",,,,,,,
"蓕","U+84D5","계",,,,,,,
"蓖","U+84D6","비",,,,,,,
"蓗","U+84D7","총",,,,,,,
"蓘","U+84D8","곤",,,,,,,
"蓙","U+84D9","좌",,,,,,,
"蓚","U+84DA","수",,,,,,,
"蓛","U+84DB","책",,,,,,,
"蓜","U+84DC","배",,,,,,,
"蓝","U+84DD","람","남",,,,,,
"蓞","U+84DE","도",,,,,,,
"蓟","U+84DF","계",,,,,,,
"蓠","U+84E0","리","이",,,,,,
"蓡","U+84E1","심",,,,,,,
"蓢","U+84E2","랑","낭",,,,,,
"蓣","U+84E3","여",,,,,,,
"蓤","U+84E4","릉","능",,,,,,
"蓥","U+84E5","형",,,,,,,
"蓦","U+84E6","맥",,,,,,,
"蓧","U+84E7","조",,,,,,,
"蓨","U+84E8","수",,,,,,,
"蓩","U+84E9","모",,,,,,,
"蓪","U+84EA","통",,,,,,,
"蓫","U+84EB","축",,,,,,,
"蓬","U+84EC","봉",,,,,,,
"蓭","U+84ED","암",,,,,,,
"蓮","U+84EE","련","연",,,,,,
"蓯","U+84EF","총","종",,,,,,
"蓰","U+84F0","사",,,,,,,
"蓱","U+84F1","평",,,,,,,
"蓲","U+84F2","구",,,,,,,
"蓳","U+84F3","근",,,,,,,
"蓴","U+84F4","순",,,,,,,
"蓵","U+84F5","첩",,,,,,,
"蓶","U+84F6","유",,,,,,,
"蓷","U+84F7","퇴",,,,,,,
"蓸","U+84F8","조",,,,,,,
"蓹","U+84F9","어",,,,,,,
"蓺","U+84FA","예",,,,,,,
"蓻","U+84FB","집",,,,,,,
"蓼","U+84FC","료","요","륙","육",,,,
"蓽","U+84FD","필",,,,,,,
"蓾","U+84FE","로","노",,,,,,
"蓿","U+84FF","숙",,,,,,,
"蔀","U+8500","부",,,,,,,
"蔁","U+8501","장",,,,,,,
"蔂","U+8502","류","유",,,,,,
"蔃","U+8503","강",,,,,,,
"蔄","U+8504","만",,,,,,,
"蔅","U+8505","연",,,,,,,
"蔆","U+8506","릉","능",,,,,,
"蔇","U+8507","기",,,,,,,
"蔈","U+8508","표",,,,,,,
"蔉","U+8509","곤",,,,,,,
"蔊","U+850A","한",,,,,,,
"蔋","U+850B","적",,,,,,,
"蔌","U+850C","속",,,,,,,
"蔍","U+850D","록","녹",,,,,,
"蔎","U+850E","설",,,,,,,
"蔏","U+850F","상",,,,,,,
"蔐","U+8510","적",,,,,,,
"蔑","U+8511","멸",,,,,,,
"蔒","U+8512","훈",,,,,,,
"蔓","U+8513","만",,,,,,,
"蔔","U+8514","복",,,,,,,
"蔕","U+8515","체",,,,,,,
"蔖","U+8516","차",,,,,,,
"蔗","U+8517","자",,,,,,,
"蔘","U+8518","삼",,,,,,,
"蔙","U+8519","선",,,,,,,
"蔚","U+851A","위","울",,,,,,
"蔛","U+851B","곡",,,,,,,
"蔜","U+851C","오",,,,,,,
"蔝","U+851D","미",,,,,,,
"蔞","U+851E","루","누",,,,,,
"蔟","U+851F","족",,,,,,,
"蔠","U+8520","종",,,,,,,
"蔡","U+8521","채",,,,,,,
"蔢","U+8522","파",,,,,,,
"蔣","U+8523","장",,,,,,,
"蔤","U+8524","밀",,,,,,,
"蔥","U+8525","총",,,,,,,
"蔦","U+8526","조",,,,,,,
"蔧","U+8527","세",,,,,,,
"蔨","U+8528","권",,,,,,,
"蔩","U+8529","인",,,,,,,
"蔪","U+852A","점",,,,,,,
"蔫","U+852B","언",,,,,,,
"蔬","U+852C","소",,,,,,,
"蔭","U+852D","음",,,,,,,
"蔮","U+852E","궤",,,,,,,
"蔯","U+852F","진",,,,,,,
"蔰","U+8530","호",,,,,,,
"蔱","U+8531","살",,,,,,,
"蔲","U+8532","구",,,,,,,
"蔳","U+8533","천",,,,,,,
"蔴","U+8534","마",,,,,,,
"蔵","U+8535","장",,,,,,,
"蔶","U+8536","책",,,,,,,
"蔷","U+8537","장",,,,,,,
"蔸","U+8538","두",,,,,,,
"蔹","U+8539","렴","염",,,,,,
"蔺","U+853A","린","인",,,,,,
"蔻","U+853B","구",,,,,,,
"蔼","U+853C","애",,,,,,,
"蔽","U+853D","폐","별","불",,,,,
"蔾","U+853E","리","이",,,,,,
"蔿","U+853F","위",,,,,,,
"蕀","U+8540","극",,,,,,,
"蕁","U+8541","담",,,,,,,
"蕂","U+8542","승",,,,,,,
"蕃","U+8543","번",,,,,,,
"蕄","U+8544","맹",,,,,,,
"蕅","U+8545","우",,,,,,,
"蕆","U+8546","천",,,,,,,
"蕇","U+8547","전",,,,,,,
"蕈","U+8548","심",,,,,,,
"蕉","U+8549","초",,,,,,,
"蕊","U+854A","예",,,,,,,
"蕋","U+854B","예",,,,,,,
"蕌","U+854C","뢰","뇌",,,,,,
"蕍","U+854D","유",,,,,,,
"蕎","U+854E","교",,,,,,,
"蕏","U+854F","저",,,,,,,
"蕐","U+8550","화",,,,,,,
"蕑","U+8551","간",,,,,,,
"蕒","U+8552","매",,,,,,,
"蕓","U+8553","운",,,,,,,
"蕔","U+8554","보",,,,,,,
"蕕","U+8555","유",,,,,,,
"蕖","U+8556","거",,,,,,,
"蕗","U+8557","로","노",,,,,,
"蕘","U+8558","요",,,,,,,
"蕙","U+8559","혜",,,,,,,
"蕚","U+855A","악",,,,,,,
"蕛","U+855B","제",,,,,,,
"蕜","U+855C","비",,,,,,,
"蕝","U+855D","절",,,,,,,
"蕞","U+855E","최",,,,,,,
"蕟","U+855F","폐",,,,,,,
"蕠","U+8560","여",,,,,,,
"蕡","U+8561","분",,,,,,,
"蕢","U+8562","궤","괴",,,,,,
"蕣","U+8563","순",,,,,,,
"蕤","U+8564","유",,,,,,,
"蕥","U+8565","아",,,,,,,
"蕦","U+8566","수",,,,,,,
"蕧","U+8567","복",,,,,,,
"蕨","U+8568","궐",,,,,,,
"蕩","U+8569","탕",,,,,,,
"蕪","U+856A","무",,,,,,,
"蕫","U+856B","동",,,,,,,
"蕬","U+856C","사",,,,,,,
"蕭","U+856D","소",,,,,,,
"蕮","U+856E","석",,,,,,,
"蕯","U+856F","륭","융",,,,,,
"蕰","U+8570","온",,,,,,,
"蕱","U+8571","초",,,,,,,
"蕲","U+8572","기",,,,,,,
"蕳","U+8573","간",,,,,,,
"蕴","U+8574","온",,,,,,,
"蕵","U+8575","손",,,,,,,
"蕶","U+8576","령","영",,,,,,
"蕷","U+8577","여",,,,,,,
"蕸","U+8578","하",,,,,,,
"蕹","U+8579","옹",,,,,,,
"蕺","U+857A","즙",,,,,,,
"蕻","U+857B","홍",,,,,,,
"蕼","U+857C","사",,,,,,,
"蕽","U+857D","농",,,,,,,
"蕾","U+857E","뢰","뇌",,,,,,
"蕿","U+857F","훤",,,,,,,
"薀","U+8580","온",,,,,,,
"薁","U+8581","욱",,,,,,,
"薂","U+8582","격",,,,,,,
"薃","U+8583","호",,,,,,,
"薄","U+8584","박",,,,,,,
"薅","U+8585","호",,,,,,,
"薆","U+8586","애",,,,,,,
"薇","U+8587","미",,,,,,,
"薈","U+8588","회",,,,,,,
"薉","U+8589","예",,,,,,,
"薊","U+858A","계",,,,,,,
"薋","U+858B","자",,,,,,,
"薌","U+858C","향",,,,,,,
"薍","U+858D","완",,,,,,,
"薎","U+858E","멸",,,,,,,
"薏","U+858F","의",,,,,,,
"薐","U+8590","릉","능",,,,,,
"薑","U+8591","강",,,,,,,
"薒","U+8592","찬",,,,,,,
"薓","U+8593","삼",,,,,,,
"薔","U+8594","장",,,,,,,
"薕","U+8595","렴","염",,,,,,
"薖","U+8596","과",,,,,,,
"薗","U+8597","원",,,,,,,
"薘","U+8598","달",,,,,,,
"薙","U+8599","체","치",,,,,,
"薚","U+859A","탕",,,,,,,
"薛","U+859B","설",,,,,,,
"薜","U+859C","벽",,,,,,,
"薝","U+859D","담",,,,,,,
"薞","U+859E","손",,,,,,,
"薟","U+859F","렴","염",,,,,,
"薠","U+85A0","번",,,,,,,
"薡","U+85A1","정",,,,,,,
"薢","U+85A2","해",,,,,,,
"薣","U+85A3","고",,,,,,,
"薤","U+85A4","해",,,,,,,
"薥","U+85A5","촉",,,,,,,
"薦","U+85A6","천",,,,,,,
"薧","U+85A7","고",,,,,,,
"薨","U+85A8","훙",,,,,,,
"薩","U+85A9","살",,,,,,,
"薪","U+85AA","신",,,,,,,
